geographic_unit_fips,baseline_dem,baseline_gop,baseline_turnout
01001,0.2643898896514846,0.7237237646480207,0.5283848518792154
01003,0.22036820067545015,0.7662569104839528,0.5098430821616088
01005,0.4773065343204018,0.517380042324638,0.47791247174851037
01007,0.23633347879521222,0.7549949656718755,0.4433828129443212
01009,0.10982571462193431,0.8810298551106746,0.5195681511470985
01011,0.7486619949676859,0.2481750844611228,0.526063012295082
01013,0.42940043293063485,0.5659226680017856,0.5532161803713528
01015,0.30962855774062165,0.6780828740078609,0.4774290188602165
01017,0.4275118962910785,0.5646450841108734,0.4793812459317685
01019,0.17148497107976376,0.8195607266558802,0.4616128876203377
01021,0.17579691683036675,0.8167592873893037,0.4888745069033531
01023,0.4356013745825605,0.5600877989181579,0.6460624509033778
01025,0.44167903666049685,0.5543670153149955,0.6412362857907412
01027,0.21528174265036443,0.7762314069229561,0.5717228823303948
01029,0.119661021657785,0.871685354622118,0.47260573226144703
01031,0.22790339683500468,0.7604565002796841,0.4647737196280886
01033,0.33996362353636833,0.6480537250326832,0.5255149486213792
01035,0.4815401534020564,0.513780035703941,0.5804383788254757
01037,0.356242592457078,0.6367876979151801,0.5339002139880618
01039,0.17363364404801535,0.8195395371721818,0.47575033752206874
01041,0.28131181478513545,0.7127870673308793,0.544836057828593
01043,0.12874008149350466,0.8603008074405638,0.5181858191477657
01045,0.25916331284095734,0.7299812682199401,0.4370457775751563
01047,0.6826427367433378,0.3138089353806147,0.5861036655411286
01049,0.1770194708987334,0.8116981449022171,0.4663793103448276
01051,0.24712189637368018,0.7421174052916104,0.5287953081434478
01053,0.32935169729632185,0.663531352605851,0.46275791767724705
01055,0.27186297330869835,0.7160790742145093,0.49341356729286245
01057,0.20183675263648868,0.7901315954225161,0.6025660903946043
01059,0.23047950307531578,0.7587000193531657,0.46310635390571625
01061,0.14601066713338706,0.8459330372782816,0.5009066849637326
01063,0.8261879896410992,0.1714878831631934,0.6925943176525384
01065,0.6084751138354717,0.38757012800531043,0.6372549019607843
01067,0.3042619860498804,0.688746772855261,0.5396760834196125
01069,0.2749791055812267,0.7146310980660823,0.46355197554681427
01071,0.21328869412778725,0.7750546243802089,0.4443675205222036
01073,0.5422542516771325,0.44503896968587553,0.5661579695875725
01075,0.1723676045873653,0.8214889003818284,0.5655172413793104
01077,0.29808740766068353,0.68749448281879,0.47508724576040134
01079,0.28622586519355786,0.7041038563835562,0.5156140213912093
01081,0.3835374681226174,0.5984538974084057,0.43465240901045077
01083,0.2718316465700375,0.7137585147167861,0.49721228769191017
01085,0.725266697324738,0.27172672348418775,0.7481732776617954
01087,0.8303382680409322,0.16475268968122295,0.5347583031897403
01089,0.4175753465932478,0.5614275468927374,0.5425949585139674
01091,0.5189642729343434,0.47650980826683204,0.6668720476483878
01093,0.14908100787012538,0.8415266865200749,0.4843602909713308
01095,0.1688328248008845,0.8191177030372863,0.459623119320721
01097,0.4403191784777185,0.5491217487554114,0.4862551717502165
01099,0.43078347419838636,0.5640037699550544,0.5808724832214766
01101,0.625936837085301,0.3644054863579824,0.5130330409234499
01103,0.2537820272935266,0.7332960708720215,0.5056258631228634
01105,0.7343156969015092,0.26202160296667054,0.660922773948516
01107,0.4316264337105392,0.5641534795700298,0.569847229414811
01109,0.40225717499447794,0.5872497715080023,0.44851016322759474
01111,0.24279402393505042,0.7498629625557877,0.4921148972120529
01113,0.5209304050694746,0.4706882168821143,0.39206697459584294
01115,0.1745909892261435,0.8146477248631534,0.498978707146111
01117,0.2598988874721214,0.72404574951225,0.5740799690410207
